wavelength (microns),Re_eps,Im_eps
0.458407,1.46486,7.75797e-06
0.458182,1.46487,7.80847e-06
0.457957,1.46489,7.85914e-06
0.457732,1.46491,7.90998e-06
0.457507,1.46492,7.96097e-06
0.457283,1.46494,8.01214e-06
0.457059,1.46495,8.06347e-06
0.456835,1.46497,8.11496e-06
0.456611,1.46499,8.16662e-06
0.456388,1.465,8.21844e-06
0.456164,1.46502,8.27043e-06
0.455941,1.46504,8.32259e-06
0.455718,1.46505,8.37491e-06
0.455496,1.46507,8.42739e-06
0.455273,1.46508,8.48004e-06
0.455051,1.4651,8.53286e-06
0.454829,1.46512,8.58585e-06
0.454608,1.46513,8.63899e-06
0.454386,1.46515,8.69231e-06
0.454165,1.46517,8.74579e-06
0.453944,1.46518,8.79944e-06
0.453723,1.4652,8.85325e-06
0.453502,1.46522,8.90723e-06
0.453281,1.46523,8.96138e-06
0.453061,1.46525,9.01569e-06
0.452841,1.46526,9.07017e-06
0.452621,1.46528,9.12482e-06
0.452402,1.4653,9.17964e-06
0.452182,1.46531,9.23462e-06
0.451963,1.46533,9.28977e-06
0.451744,1.46535,9.34508e-06
0.451525,1.46536,9.40056e-06
0.451307,1.46538,9.45622e-06
0.451089,1.4654,9.51203e-06
0.45087,1.46541,9.56802e-06
0.450652,1.46543,9.62417e-06
0.450435,1.46545,9.6805e-06
0.450217,1.46546,9.73699e-06
0.45,1.46548,9.79364e-06
0.449783,1.4655,9.85047e-06
0.449566,1.46551,9.90747e-06
0.449349,1.46553,9.96463e-06
0.449133,1.46555,1.0022e-05
0.448917,1.46556,1.00795e-05
0.448701,1.46558,1.01371e-05
0.448485,1.4656,1.0195e-05
0.448269,1.46561,1.0253e-05
0.448054,1.46563,1.03112e-05
0.447839,1.46565,1.03695e-05
0.447624,1.46566,1.0428e-05
0.447409,1.46568,1.04867e-05
0.447194,1.4657,1.05456e-05
0.44698,1.46571,1.06046e-05
0.446766,1.46573,1.06638e-05
0.446552,1.46575,1.07231e-05
0.446338,1.46576,1.07827e-05
0.446124,1.46578,1.08424e-05
